"Please Upgrade To IOS11" = "براہ کرم IOS11 میں اپ گریڈ کریں";
"Allow Face Recognition Login" = "چہرہ شناخت لاگ ان کی اجازت دیں";
"easypaisa" = "ایزی پیسہ";
"Bill Payment" = "بل ادا کریں";
"Money Transfer" = "منتقل کریں";
"Easyload" = "ایزی لوڈ";
"Payments" = "پیمنٹ کریں";
"Discounts" = "ڈسکاؤنٹ";
"Till Payment" = "ٹل پیمنٹس";
"Insurance" = "انشورنس";
"Tickets" = "ٹکٹ";
"Remittance" = "بین الاقوامی ترسیل";
"Cash In/Out" = "کش ان/اوٹ";
"View all" = "باقی دیکھیں";
"My Account" = "میرا اکاونٹ";
"Store Locator" = "دکان ڈھونڈیں";
"Promotions" = "پروموشن";
"Add Friend" = "دوست مدعو کریں";
"Favourites" = "فیورٹس";
"QR SCAN" = "QR اسکین";
"My Favourites" = "میری پسند";
"HELP" = "مدد";
"Prepaid Topup" = "پری پیڈ ٹاپ اپ";
"Postpaid Bill" = "پوسٹ پیڈ بل";
"Telenor Bundles" = "ٹیلینئر پری پیڈ بنڈل";
"Telenor BoardBand" = "ٹیلینئر موبائل براڈبینڈ";
"Select Operator" = "موبائل نیٹ ورک*";
"Mobile Number" = "موبائل نمبر";
"Contacts" = "رابطے";
"Amount" = "رقم";
"NEXT" = "آگے";
"Select Operator" = "موبائل نیٹ ورک*";
"Mobile Number" = "موبائل نمبر";
"Contacts" = "رابطے";
"GET BILL" = "بل حاصل کریں";
"Bill Amount" = "بل رقم";
"NEXT" = "آگے";
"Mobile Number" = "موبائل نمبر";
"Contacts" = "رابطے";
"NEXT" = "آگے";
"Easyload Confirmation" = "ایزی لوڈ تصدیق";
"DETAILS" = "تفصیلات دیکھیں";
"Operator's Name" = "آپریٹر  کا نام";
"Receiver Mobile Number" = "پیسےوصول کرنےوالےکاموبائل نمبر";
"AMOUNT" = "رقم";
"Fee(Exclusive of Tax)" = "فیس (ٹیکس کے علاوہ)";
"TOTAL AMOUNT" = "کل رقم";
"PAYNOW" = "ادا کریں";
"Schedule" = "شیڈول";
"Transaction Successful" = "آپ کی ٹرانزیکشن کامیابی سے ہو گئی ہے";
"Company Name" = "کمپنی کا نام";
"Receiver Mobile Number" = "پیسےوصول کرنےوالےکاموبائل نمبر";
"Payment Through" = "ادائیگی کے ذریعہ";
"Account" = "اکاؤنٹ";
"Amount" = "رقم";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"Save to gallery" = "گیلری میں محفوظ کریں";
"Add to favourite" = "پسندیدہ میں شامل کریں";
"Share Receipt" = "رسید شیر کریں";
"My Favourites" = "میری پسند";
"HELP" = "مدد";
"Easypaisa Account" = "ایزی پیسہ اکاؤنٹ";
"CNIC Transfer" = "  ٹرانسفر CNIC";
"Mobile Transfer" = "موبائل ٹرانسفر";
"Bank Account" = "بینک اکاؤنٹ";
"Telenor Microfinance Bank" = "ٹیلی نار مائیکروفنانس بنک";
"Mobile Number" = "موبائل نمبر";
"Contacts" = "رابطے";
"Amount（Rs）" = "رقم (روپے)";
"NEXT" = "آگے";
"Mobile Transfer" = "موبائل ٹرانسفر";
"Enter CNIC Number" = "کمپیوٹرائزڈ قومی شناختی کارڈ نمبر درج کریں";
"Amount（Rs）" = "رقم (روپے)";
"NEXT" = "آگے";
"Mobile Transfer" = "موبائل ٹرانسفر";
"Contacts" = "رابطے";
"Amount（Rs）" = "رقم (روپے)";
"NEXT" = "آگے";
"Search Bank" = "تلاش بینک";
"Account Number" = "اکاؤنٹ نمبر";
"Mobile Transfer" = "موبائل ٹرانسفر";
"Contacts" = "رابطے";
"Amount（Rs）" = "رقم (روپے)";
"NEXT" = "آگے";
"Transfer to Telenor Microfinance Bank" = "ٹیلی نار مائیکروفنانس بنک میں";
"Transfer From Telenor Microfinance Bank" = "ٹیلی نار مائیکروفنانس بنک سے";
"Account Number" = "اکاؤنٹ نمبر";
"Amount（Rs）" = "رقم (روپے)";
"NEXT" = "آگے";
"money transfer Confirmation" = "رقم کی منتقلی کی توثیق";
"DETAILS" = "تفصیلات دیکھیں";
"Company Name" = "کمپنی کا نام";
"Receiver's Name" = "رسیور کا نام";
"Receiver's Mobile Number" = "رسیور کا  موبائل نمبر";
"AMOUNT" = "رقم";
"Fee(Exclusive of Tax)" = "فیس (ٹیکس کے علاوہ)";
"TOTAL AMOUNT" = "کل رقم";
"Receiver's Mobile Number" = "رسیور کا  موبائل نمبر";
"Send Invite to join easypaisa family" = "";
"Transaction Successful" = "آپ کی ٹرانزیکشن کامیابی سے ہو گئی ہے";
"Company Name" = "کمپنی کا نام";
"Receiver's Name" = "رسیور کا نام";
"Receiver's Mobile Number" = "رسیور کا  موبائل نمبر";
"Amount" = "رقم";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"Save to gallery" = "گیلری میں محفوظ کریں";
"Add to favourite" = "پسندیدہ میں شامل کریں";
"Share Receipt" = "رسید شیر کریں";
"Select Bill Type" = "بل کی قسم منتخب کریں";
"Enter Till Number" = "براہ کرم  ٹل نمبر درج کریں";
"Enter Amount" = "رقم درج کریں";
"Enter Token Number" = "ٹوکن نمبر درج کریں";
"NEXT" = "آگے";
"Consumer Number" = "کنزیومر نام";
"Electronic challan" = "الیکٹرانک چالان";
"Book and Manual Challan" = "کتاب اور دستی چالان";
"Select City" = "شہر منتخب کریں";
"Enter Challan Number" = "چالان نمبر درج کریں";
"Please Select City" = "شہر منتخب کریں";
"Booking Number" = "";
"Select City" = "شہر منتخب کریں";
"Vehicle" = "گاڑی";
"Violation Code" = "تشدد کا کوڈ";
"Till Payment Confirmation" = "ادائیگی کی توثیق تک";
"DETAILS" = "تفصیلات دیکھیں";
"Company Name" = "کمپنی کا نام";
"Till Payment ID" = "تک ادائیگی کی ID";
"AMOUNT" = "رقم";
"Fee(Exclusive of Tax)" = "فیس (ٹیکس کے علاوہ)";
"TOTAL AMOUNT" = "کل رقم";
"PAYNOW" = "اب ادا کرین";
"Token Number" = "ٹوکن نمبر";
"Online Payment Confirmation" = "آن لائن ادائیگی کی تصدیق";
"Payment Confirmation" = "ادائیگی کی تصدیق";
"Company Account Number" = "کمپنی اکاؤنٹ نمبر";
"Transaction Successful" = "آپ کی ٹرانزیکشن کامیابی سے ہو گئی ہے";
"Company Name" = "کمپنی کا نام";
"Consumer Account Number" = "صارف کا اکاؤنٹ نمبر";
"Payment Through" = "ادائیگی کے ذریعہ";
"Account Number" = "اکاؤنٹ نمبر";
"Amount" = "رقم";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"Save to gallery" = "";
"Add to favourite" = "";
"Share Receipt" = "رسید شیر کریں";
"Token Number" = "ٹوکن نمبر";
"Till Payment ID" = "تک ادائیگی کی ID";
"Select Bill Type" = "بل کی قسم منتخب کریں";
"Select Company" = "کمپنی منتخب کریں";
"Get BILL" = "بل حاصل کریں";
"Consumer Number" = "کنزیومر نام";
"Consumer Name" = "کنزیومر نام";
"Bill Amount" = "بل کی رقم";
"Amount After Due Date" = "تاریخ کے بعد رقم";
"Month" = "مہینہ";
"Due Date" = "اخری تاریخ";
"Status" = "سٹیٹس";
"PAY BIL" = "بل ادا  کرین";
"Bill Payment Confirmation" = "بل ادائیگی کی توثیق";
"Company Name" = "کمپنی کا نام";
"Consumer Number" = "کنزیومر نام";
"Consumer Name" = "کنزیومر نام";
"Bill Status" = "بل حیثیت";
"Payable Amount" = "ادائیگی رقم";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"PAYNOW" = "ادا کریں";
"Transaction Successful" = "آپ کی ٹرانزیکشن کامیابی سے ہو گئی ہے";
"Company Name" = "کمپنی کا نام";
"Consumer Number" = "کنزیومر نام";
"Consumer Name" = "کنزیومر نام";
"Payment Through" = "ادائیگی کے ذریعہ";
"Account Number" = "اکاؤنٹ نمبر";
"Amount" = "رقم";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"Save to gallery" = "رسید شیر کریں";
"Add to favourite" = "پسندیدہ میں شامل کریں";
"Share Receipt" = "رسید شیر کریں";
"SORT BY" = "";
"City" = "شہر";
"Nearby Discounts" = "مقام منتخب کنندہ";
"Most Popular" = "سب سے زیادہ مقبول";
"Distance" = "فاصلے";
"FILTER" = "فلٹر";
"My Discounts" = "میرا ڈسکاؤنٹ";
"Availed Discounts" = "رعایتی رعایات";
"Favourites" = "فیورٹس";
"Subscription" = "سبسکرائب کریں";
"UPDATE" = "اپ ڈیٹ";
"CANCEL SUBSCRIPTION" = "کینانس ذیلیشن";
"CHOOSE YOUR SUBSCRIPTION" = "آپ کی ذیلی وضاحت کا انتخاب کریں";
"Daily Subscription" = "ڈیلی سبسکرپشن";
"Annual Subscription" = "سالانہ سبسکرپشن";
"Monthly Subscription" = "ماہانہ سبسکرپشن";
"Promo Code" = "پرومو کوڈ";
"CONFIRM" = "تصدیق";
"CANCEL" = "واپس";
"Subscription Confirmation" = "سبسکرائب کی توثیق";
"Subscription" = "سبسکرائب کریں";
"Company Name" = "کمپنی کا نام";
"DETAILS" = "تفصیلات دیکھیں";
"AMOUNT" = "رقم";
"Payable Amount" = "قابل ادائیگی رقم";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"PAYNOW" = "اب ادا کرین";
"Transaction Successful" = "آپ کی ٹرانزیکشن کامیابی سے ہو گئی ہے";
"Company Name" = "کمپنی کا نام";
"Subscription" = "سبسکرائب کریں";
"Payment Through" = "ادائیگی کے ذریعہ";
"Account Number" = "اکاؤنٹ نمبر";
"Amount" = "رقم";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"Save to gallery" = "گیلری میں محفوظ کریں";
"Share Receipt" = "رسید شیر کریں";
"Savings Payment" = "بچت ادائیگی";
"Kamyab Mustaqbil" = "کامیاب مستقبل";
"Sehat Sahara" = "سہات صحارا";
"Enter Policy Number" = "پالیسی نمبر درج کریں";
"Next" = "آگے";
"Due Amount" = "باقی رقم";
"CONFIRM" = "تصدیق";
"Confirmation" = "تصدیق کریں";
"Company" = "کمپنی";
"Consumer Number" = "کنزیومر نام";
"Amount" = "رقم";
"Plan Amount" = "رقم پلان";
"Amount Selected" = "منتخب کردہ رقم";
"Plan " = "پلان";
"Sum Covered for Death" = "موت ہونے پر کل رقم";
"Plan Units" = "پلان یونٹ";
"NEXT" = "آگے";
"Beneficiary Name" = "بینفشرے نام";
"Beneficiary Relation" = "بینفشرے کا رشتہ";
"Enter Beneficiary Name" = "بینفشرے نام";
"Select Beneficiary Relation" = "فائدیجی تعلقات کا انتخاب کریں";
"Disclaimer" = "ڈس کلیمر";
"Insurance Plan" = "انشورنس پلان";
"Beneficiary " = "فائدہ مند";
"Beneficiary Relation" = "بینفشرے کا رشتہ";
"Total Coverage" = "کل کوریج";
"Subscription Date" = "سبسکرپشن کی تاریخ";
"CONFIRM" = "تصدیق";
"Annual Premium" = "سالانہ پریمیم";
"Disclaimer" = "ڈس کلیمر";
"Insurance Plan" = "انشورنس پلان";
"Plan Amount" = "رقم پلان";
"Total Coverage" = "کل کوریج";
"Subscription Date" = "سبسکرپشن کی تاریخ";
"CONFIRM" = "تصدیق";
"Payment Confirmation" = "ادائیگی کی تصدیق";
"Company Name" = "کمپنی کا نام";
"Consumer Number" = "کنزیومر نام";
"DETAILS" = "تفصیلات دیکھیں";
"AMOUNT" = "رقم";
"Payable Amount" = "قابل ادائیگی رقم";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"PAYNOW" = "اب ادا کرین";
"Insurance Plan" = "انشورنس پلان";
"Beneficiary " = "فائدہ مند";
"Beneficiary Relation" = "بینفشرے کا رشتہ";
"Payable Amount" = "قابل ادائیگی رقم";
"Fee Charges" = "فیس چارجز";
"Transaction Successful" = "آپ کی ٹرانزیکشن کامیابی سے ہو گئی ہے";
"Company Name" = "کمپنی کا نام";
"Payment Through" = "ادائیگی کے ذریعہ";
"Account Number" = "اکاؤنٹ نمبر";
"Amount" = "رقم";
"Fee Charges" = "فیس چارجز";
"Save to gallery" = "گیلری میں محفوظ کریں";
"Share Receipt" = "رسید شیر کریں";
"Insurance Plan" = "انشورنس پلان";
"Beneficiary " = "فائدہ مند";
"Beneficiary Relation" = "بینفشرے کا رشتہ";
"Payment Through" = "ادائیگی کے ذریعہ";
"Save to gallery" = "گیلری میں محفوظ کریں";
"Share Receipt" = "رسید شیر کریں";
"tickets" = "ٹکٹ";
"Movie Tickets" = "موی ٹکٹس";
"Bus tickets" = "بس ٹکٹس";
"Event Tickets" = "تقریب ٹکٹس";
"Railway tickets" = "ریلوے ٹکٹ";
"Reserved tickets" = "محفوظ ٹکٹ";
"View all reserved tickets" = "تمام مخصوص ٹکٹ دیکھیں";
"LOCATION" = "لوکیشن";
"Atrium Cinema" = "";
"VIEW ALL " = "سب دیکھیں";
"Movie Tickets Confirmation" = "فلم ٹکٹ کی توثیق";
"DETAILS" = "تفصیلات دیکھیں";
"Cinema" = "سنیما";
"Movie" = "فلم";
"Date /Time" = "تاریخ وقت";
"No of Seats" = "نشستوں کی تعداد";
"Amount" = "رقم";
"Fee(Exclusive of Tax)" = "فیس (ٹیکس کے علاوہ)";
"PAYNOW" = "اب ادا کرین";
"Transaction Successful" = "آپ کی ٹرانزیکشن کامیابی سے ہو گئی ہے";
"Cinema" = "سنیما";
"Account Number" = "اکاؤنٹ نمبر";
"Movie" = "فلم";
"Date /Time" = "تاریخ وقت";
"No of Seats" = "نشستوں کی تعداد";
"Payment Through" = "ادائیگی کے ذریعہ";
"Amount" = "رقم";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"Save to gallery" = " گیلری میں محفوظ کریں";
"Share Receipt" = "رسید شیر کریں";
"Departure City" = "روانگی کے شہر";
"Select Departure City" = "براہ کرم روانگی کا شہر منتخب کریں";
"Arrival City" = "آمد شہر";
"Select Arrival City" = "آمد شہر منتخب کریں ";
"Travel Date" = "سفر کی تاریخ";
"Select Date" = "تاریخ منتخب کریں";
"Travel Time" = "سفر کا وقت";
"Select Time" = "وقت منتخب کریں";
"NEXT" = "آگے";
"Date " = "تاریخ";
"Time" = "وقت";
"Seats" = "سیٹس";
"Please Select Your Desired Seats" = "براہ کرم اپنے لے مطلوبہ سیٹس کا انتخاب کریں";
"Single tap for MALE, Double tap for FEMALE" = "مرد کیلئے سنگل نل، خاتون کیلئے ڈبل نل";
"Legend" = "علامات";
"Male" = "مرد";
"Female" = "عورت";
"Available " = ""دستیاب "";
"Booked" = "ریزرو";
"Bus tickets Confirmation" = "بس ٹکٹ کی تصدیق";
"DETAILS" = "تفصیلات دیکھیں";
"Bus Service" = "بس سروس";
"Account Number" = "اکاؤنٹ نمبر";
"Travel Detail" = "سفر کی تفصیل";
"Travel Time" = "سفر کا وقت";
"Seats" = "سیٹس";
"Amount" = "رقم";
"Fee(Exclusive of Tax)" = "فیس (ٹیکس کے علاوہ)";
"PAYNOW" = "اب ادا کرین";
"Transaction Successful" = "آپ کی ٹرانزیکشن کامیابی سے ہو گئی ہے";
"Bus Service" = "بس سروس";
"Account Number" = "اکاؤنٹ نمبر";
"Travel Detail" = "سفر کی تفصیل";
"Travel Time" = "سفر کا وقت";
"No of Seats" = "نشستوں کی تعداد";
"Payment Through" = "ادائیگی کے ذریعہ";
"Account Number" = "اکاؤنٹ نمبر";
"Amount" = "رقم";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"Save to gallery" = " گیلری میں محفوظ کریں";
"Share Receipt" = "رسید شیر کریں";
"City" = "شہر";
"event City" = "ایونٹ شہر";
"Event Date" = "واقعہ کی تاریخ";
"BOOK TICKETS" = "ٹکٹ کٹاؤ";
"Event tickets Confirmation " = "ایونٹ ٹکٹ کی توثیق";
"DETAILS" = "تفصیلات دیکھیں";
"Company" = "کمپنی";
"Account Number" = "اکاؤنٹ نمبر";
"Event Details" = "واقعہ کی تفصیلات";
"Event Date" = "واقعہ کی تاریخ";
"No of Seats" = "نشستوں کی تعداد";
"amount" = "رقم";
"Fee(Exclusive of Tax)" = "فیس (ٹیکس کے علاوہ)";
"PAYNOW" = "ادا کریں";
"Transaction Successful" = "آپ کی ٹرانزیکشن کامیابی سے ہو گئی ہے";
"Company" = "کمپنی";
"Receiver Mobile Number" = "پیسےوصول کرنےوالےکاموبائل نمبر";
"Event Details" = "واقعہ کی تفصیلات";
"Event Date" = "واقعہ کی تاریخ";
"No of Seats" = "نشستوں کی تعداد";
"Payment Through" = "ادائیگی کے ذریعہ";
"Account Number" = "اکاؤنٹ نمبر";
"Amount" = "رقم";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"Save to gallery" = " گیلری میں محفوظ کریں";
"Share Receipt" = "رسید شیر کریں";
"From" = "سے";
"To" = "کرنے";
"SEARCH" = "تلاش کریں";
"Travel Date" = "سفر کی تاریخ";
"HISTORY" = "ہسٹری";
"Kids" = "بچے";
"Adults" = "بالغ";
"Elderly" = "بزرگ";
"Traveler's Mobile" = "مسافر کے موبائل";
"Group Info" = "گروپ کی معلومات";
"Individual Info" = "انفرادی معلومات";
"Enter Group Details" = "گروپ کی تفصیلات درج کریں";
"Any of Traveler's Name" = "کسی مسافر کا نام";
"Any of Traveler CNIC" = "کسی مسافر کا CNIC";
"SELECT SEATS" = "منتخب سیٹیں";
"BOOK NOW" = "بک کرین";
"Seats Selected" = "سیٹز منتخب";
"Available " = "دستیاب";
"Booked" = "دستیاب نہیں ہے";
"Your Seats" = "آپ کی سیٹس";
"CHECKOUT" = "مکمل کرین";
"Railway tickets Confirmation" = "ریلوے ٹکٹ کی توثیق";
"DETAILS" = "تفصیلات دیکھیں";
"Company" = "کمپنی";
"Amount" = "رقم";
"Seat Only" = "سیٹ صرف";
"Berch Seat" = "برچ سیٹ";
"Child Discount" = "بچے کی ڈسکاؤنٹ";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"PAYNOW" = "ادا کریں";
"Transaction Successful" = "آپ کی ٹرانزیکشن کامیابی سے ہو گئی ہے";
"Company Name" = "کمپنی کا نام";
"Consumer Number" = "کنزیومر نام";
"Event Details" = "واقعہ کی تفصیلات";
"Payment Through" = "ادائیگی کے ذریعہ";
"Account Number" = "اکاؤنٹ نمبر";
"Amount" = "رقم";
"Fee Charges" = "فیس چارجز";
"TOTAL AMOUNT" = "کل رقم";
"Save to gallery" = " گیلری میں محفوظ کریں";
"Share Receipt" = "رسید شیر کریں";
"VIEW TICKET" = "ٹکٹ دیکھیں";
"My Tickets" = "میرے ٹکٹ";
"Pending Tickets" = "منتقلی ٹکٹ";
"Cancled Tickets" = "منسوخ شدہ ٹکٹ";
"Reschedule" = "تجزیہ کریں";
"Please show this E-Tickets to the railway conductor when boarding on the train" = "براہ کرم ٹریننگ پر سوار ہونے پر ریلوے کنڈکٹر کو یہ ای ٹکٹ دکھائیں";
"IR Account Balance" = "آئی آر اکاؤنٹس بیلنس";
"IR" = "آئی آر";
"PULL" = "ھیںچو";
"TRANSFER" = "منتقلی";
"The blance if my" = "";
"Enter Reference Number*" = "حوالہ نمبر درج کریں";
"CNIC Issuance Date*" = "CNIC اجراء کی تاریخ *";
"CNIC Expiry Date*" = "CNIC ختم ہونے کی تاریخ *";
"Date of birth" = "پیدائش کی تاریخ";
"PROCEED" = "آگے بڑھو";
"International Remittance" = "بین الاقوامی ترسیل";
"Amount Ready for Collection" = "جمع کرنے کے لئے تیار رقم";
"Remittance" = "";
"Reference Number" = "حوالہ نمبر";
"Amount" = "رقم";
"Fee(Exclusive of Tax)" = "فیس (ٹیکس کے علاوہ)";
"COLLECT AMOUNT" = "مجموعی رقم";
"Transfer to Easypaisa" = "Easypaisa پر منتقل";
"Amount(Rs)" = "رقم (روپے)";
"Enter Amount" = "رقم درج کریں";
"Reference Number" = "حوالہ نمبر";
"Sender Name" = "بھیجنے والے کا نام";
"Transaction Type" = "ٹرانزیکشن کی قسم";
"Payment Received" = "ادائیگی موصول";
"Account Number" = "اکاؤنٹ نمبر";
"Amount" = "رقم";
"Fee Charges" = "فیس چارجز";
"Save to gallery" = "گیلری میں محفوظ کریں";
"Share Receipt" = "رسید شیر کریں";
"Cash Deposit" = "کش ڈپازٹ";
"Cash Withdrawal" = "رقم نکلوانا";
"Cash Deposit/Withdrawal" = "وٹہدروال/کش ڈپازٹ";
"Scan the QR  provided  by  retailer" = "خوردہ فروشی کی طرف سے فراہم کردہ QR اسکین کریں";
"DETAILS" = "تفصیلات دیکھیں";
"Merchant Name" = "مرچنٹ کا نام";
"Merchant City" = "مرچنٹ سٹی";
"Amount" = "رقم";
"Enter Amount" = "رقم درج کریں";
"NEXT" = "آگے";
"Fee(Exclusive of Tax)" = "فیس (ٹیکس کے علاوہ)";
"CANCEL " = "واپس";
"DEPOSIT" = "جمع کرین ";
"Scan the QR  provided  by  retailer" = "خوردہ فروشی کی طرف سے فراہم کردہ QR اسکین کریں";
"CALL US" = "فون کال کریں";
"Your payment is being processed for further assistance call our helpline at" = "مزید مدد کیلئے آپ کی ادائیگی پر عملدرآمد کی جا رہی ہے";
"Browse Categories" = "براؤز کریں";
"How to add?" = "کس طرح شامل کرنا";
"NEW" = "نئی";
"Reject" = "مسترد";
"Accept" = "قبول کرو";
"Search " = "تلاش کریں";
"No content was found" = "کوئی مواد نہیں ملا";
"Please adjust keyword search" = "برائے مہربانی مطلوبہ الفاظ کی تلاش کو ایڈجسٹ کریں";
"invite a friend" = "دوست مدعو کریں";
"invite friends & earn rewards" = "دوستوں کو مدعو کریں اور انعامات کمائیں";
"Friends help become unstoppable in rewards" = "";
"share and enjoy the perks！" = "حصوں کا لطف اٹھائیں اور لطف اندوز کریں!";
"Barcade" = "بارکوڈ";
"Contacts" = "رابطے";
"Save to phone" = "فون پر محفوظ کریں";
"Email Code" = "ای میل کوڈ";
"Barcode share" = "بارکوڈ شیئر";
"How it works" = "یہ کیسے کام کرتا ہے ؟";
"Have the friend that you wish to invite scan the
QR Code from his phone.Once he does so he/she
will be prompted do download the app." = "";
"Upon sccesful registration of your invite friend,
you will receive the raward." = "";
"Contacts list" = "رابطہ فہرست";
"SHARE INVITATION" = "اشتراک کی تنصیب";
"Promotions" = "پروموشنز";
"AVAIL OFFER" = "دستیاب پیشکش";
"QR SCAN" = "QR اسکین";
"Scan any easypaisa QR or masterpass QR to pay" = "کوئی ھبی ایزی پیسہ کیوآر یا ماسٹر پاس  کیوآر ادا کرنے کے لئے اسکین کریں";
"Bill Amount(Rs)*" = "بل رقم (روپے) *";
"Marchant Name" = "مارچ کا نام";
"QR Payment Confirmation" = "QR ادائیگی کی توثیق";
"DETAILS" = "تفصیلات دیکھیں";
"Receiver Mobile Number" = "پیسےوصول کرنےوالےکاموبائل نمبر";
"AMOUNT" = "رقم";
"Fee(Exclusive of Tax)" = "فیس (ٹیکس کے علاوہ)";
"TOTAL AMOUNT" = "کل رقم";
"PAYNOW" = "ادا کریں";
"Easypaisa Shops&QR Merchants" = "Easypaisa کی دکانوں اور QR تاجروں";
"LOCATION" = "لوکیشن";
"Easypaisa Shops" = "Easypaisa کی دکانیں";
"QR Merchants" = "کیوآر تاجر";
"My Account" = "میرا اکاونٹ";
"Personal Information" = "ذاتی معلومات";
"Manage ATM Card" = "اے ٹی ایم کارڈ کا انتظام";
"Manage PIN" = "پن بدلیں";
"Link Telenor Microfinance Bank" = "ٹیلی نار مائیکروفنانس بنک اکاؤنٹ لنک کریں";
"Notifications" = "اطلاعات";
"Finger Print Login" = "انگلی پرنٹ لاگ ان";
"Edit Information" = "معلومات میں ترمیم کریں";
"Email" = "ای میل";
"Verification" = "تصدیق";
"Send code" = "کوڈ بھیجیں";
"Resend code" = "کوڈ پھر سے بھیجو";
"SAVE" = "محفوظ کریں";
"Enter Code" = "کوڈ درج کریں";
"ID Card Number" = "شناختی نمبر نمبر";
"Current Balance" = "موجودہ بیلنس";
"Cash In" = "کش ان";
"Cash Out" = "کش اوٹ";
"Credit Daily Limit" = "کریڈٹ ڈیلی حد";
"Credit Mouthly Limit" = "کریڈٹ منہاج کی حد";
"Credit Yearly Limit" = "کریڈٹ سالانہ حد";
"Debit Daily Limit" = "ڈیبٹ ڈیلی حد";
"Debit Mouthly Limit" = "ڈیبٹ منہاج کی حد";
"Debit Yearly Limit" = "ڈیبٹ سالانہ حد";
"Account Profile" = "اکاؤنٹ  پروفائل";
"Transfer Limit Remaining" = "منتقلی محدود ہے";
"Create Card PIN" = "کارڈ پن بنائیں";
"Change Card PIN" = "تبدیل کارڈ پن";
"Reset Card PIN" = "کارڈ پن کو دوبارہ ترتیب دیں";
"Card ON/OFF" = "کارڈ On/Off";
"Enter 4-Digit PIN" = "چار ڈیجیٹل پن درج کریں";
"Re-Enter 4-Digit PIN" = "چار ڈائجٹ پن دوبارہ درج کریں";
"Enter Current 4-Digit PIN" = "موجودہ چار ڈیجیٹل پن درج کریں";
"For Help please our call center" = "مدد کے لئے برائے مہربانی ہمارے کال سینٹر";
"Enter 5-Digit PIN" = "5 ڈیجیٹل پن درج کریں";
"Re-Enter 5-Digit PIN" = "پانچ ڈیجیٹل پن درج کریں";
"Enter Current 5-Digit PIN" = "   پانچ ڈائجٹ پن دوبارہ درج کریں";
"Change PIN" = "پن بدلیں";
"Bank Name" = "بینک کا نام";
